timestamp,temp,humedad,presion
2026-08-27T19:00,29.0,80,1003.6
2026-08-27T20:00,28.9,80,1004.1
2026-08-27T21:00,28.7,81,1004.5
2026-08-27T22:00,28.8,80,1004.7
2026-08-27T23:00,28.8,79,1004.5
2026-08-28T00:00,28.7,79,1004.1
2026-08-28T01:00,28.5,78,1004.4
2026-08-28T02:00,28.1,80,1003.9
2026-08-28T03:00,27.9,82,1003.8
2026-08-28T04:00,27.8,82,1003.8
2026-08-28T05:00,27.7,83,1004.3
2026-08-28T06:00,27.7,82,1004.7
2026-08-28T07:00,29.0,76,1006.0
2026-08-28T08:00,30.6,68,1006.3
2026-08-28T09:00,31.9,63,1006.6
2026-08-28T10:00,32.8,59,1006.9
2026-08-28T11:00,33.3,59,1006.7
2026-08-28T12:00,33.3,58,1006.0
2026-08-28T13:00,33.4,58,1005.1
2026-08-28T14:00,33.5,57,1004.1
2026-08-28T15:00,32.8,61,1003.0
2026-08-28T16:00,31.3,69,1002.6
2026-08-28T17:00,30.4,70,1002.7
2026-08-28T18:00,28.8,79,1003.2
2026-08-28T19:00,28.3,83,1003.8
2026-08-28T20:00,28.7,79,1004.4
2026-08-28T21:00,28.6,79,1005.0
2026-08-28T22:00,28.3,81,1005.6
2026-08-28T23:00,28.1,84,1005.3
